jaspar_id,jaspar_name,correlation
MA2325.1,EPAS1,0.2477780232985292
MA0688.2,TBX2,0.24719739312336683
MA0867.3,SOX4,0.24715542089599643
MA1647.3,Prdm4,0.24641552886747634
MA1568.2,TCF21,0.24489356464236434
MA1581.2,ZBTB6,0.24105137989607048
MA1727.2,ZNF417,0.24077506261862872
MA0514.3,Sox3,0.23946680212622407
MA0143.5,SOX2,0.23924520347448894
MA1523.2,MSANTD3,0.2382274802617724
MA0101.1,REL,0.23803066113769136
MA0866.1,SOX21,0.2374300411824175
MA0796.1,TGIF1,0.23702683400281271
MA0841.2,NFE2,0.23596037187267582
MA1657.2,ZNF652,0.23580081858374952
MA0629.2,Rhox11,0.23460447984423152
MA0620.4,MITF,0.2332478493461351
MA1100.3,ASCL1,0.22742482714445084
MA1119.2,SIX2,0.22741286051620402
MA0772.2,IRF7,0.22287230850328935
MA1485.1,FERD3L,0.2220360808685805
MA1120.2,SOX13,0.22178495735467985
MA1556.1,RXRG,0.22177854131023755
MA1521.2,MAFA,0.22064159874987727
MA1121.2,TEAD2,0.21935207477858606
MA1943.2,ETV2::HOXB13,0.21934770312489738
MA0776.1,MYBL1,0.2190413880879461
MA1579.2,ZBTB26,0.2167975948486215
MA0111.1,Spz1,0.2163971334885636
MA0093.4,USF1,0.21522667733862433
MA2335.1,ZNF558,0.2146573887342245
MA0161.3,NFIC,0.21417871921638304
MA0809.3,TEAD4,0.21110184516696115
MA0090.4,TEAD1,0.20953528028495938
MA1555.1,RXRB,0.2081502558410221
MA1725.2,ZNF189,0.2081190342247685
MA1940.2,ETV2::DRGX,0.20789702609069308
MA1730.2,ZNF708,0.20769494054704218
MA0482.3,GATA4,0.2074703292765461
MA0861.2,TP73,0.20704930790084974
MA0517.2,STAT1::STAT2,0.2069773731382252
MA1106.2,HIF1A,0.20637839737807961
MA1937.2,ERF::HOXB13,0.2039771177401993
MA1632.2,ATF2,0.20112118909887491
MA1618.2,Ptf1A,0.201096717413847
MA1975.2,ZNF214,0.20065654952189824
MA1542.2,OSR1,0.1998356085640238
MA0508.4,PRDM1,0.19527217144635128
MA1593.2,ZNF317,0.19454457659656413
MA1571.1,TGIF2LX,0.1939249111526681
MA2001.2,Six4,0.1933285107615853
MA1998.2,Prdm14,0.19310329865379455
MA0665.1,MSC,0.1917379107774083
MA0808.1,TEAD3,0.19070801227409992
MA1655.2,ZNF341,0.19051472596354818
MA1118.2,SIX1,0.19017821140894148
MA1123.3,TWIST1,0.18887676701441777
MA2096.1,ZNF524,0.18845470782519483
MA1572.1,TGIF2LY,0.1864757985964943
MA0500.3,MYOG,0.1853762327633891
