jaspar_id,jaspar_name,correlation
MA1506.2,HOXD10,0.028563892510822426
MA0669.1,NEUROG2,0.027955197954633658
MA1534.2,NR1I3,0.02473079146748142
MA1562.2,SOX14,0.02422451982557363
MA1970.2,TRPS1,0.02060009649529128
MA1141.2,FOS::JUND,0.020485367350967756
MA1104.3,GATA6,0.01888754065183656
MA0775.2,MEIS3,0.018884338424352116
MA0897.2,Hmx2,0.01697275796677985
MA2339.1,Nanog,0.015660662318108372
MA0618.2,LBX1,0.013891540504434082
MA0671.2,NFIX,0.013609672532429607
MA0773.1,MEF2D,0.009455641031562906
MA0660.1,MEF2B,0.008066716843602962
MA0625.3,NFATC3,0.006840144118704304
MA0766.3,GATA5,0.0060804013300701405
MA0489.3,Jun,0.005414772856603416
MA1128.2,FOSL1::JUN,-0.0011167851691239526
MA0477.3,FOSL1,-0.003378049430184979
MA0655.1,JDP2,-0.005906563397112465
MA0835.3,BATF3,-0.00648026449951339
MA0036.4,GATA2,-0.006899208676324873
MA1971.2,ZBED2,-0.00801515127202692
MA0784.3,POU1F1,-0.012062871337536878
MA0877.4,BARHL1,-0.012280312091686837
MA0911.2,Hoxa11,-0.013360522294466135
MA0898.2,Hmx3,-0.013412372200689788
MA1471.2,BARX2,-0.013429245074781902
MA1479.2,DMRTC2,-0.014468745504382166
MA0896.2,Hmx1,-0.014973253543938405
MA0868.3,SOX8,-0.01531654637648094
MA0490.3,JUNB,-0.016481401312148994
MA1928.2,BNC2,-0.01692100049661586
MA0893.3,GSX2,-0.01730516069580127
MA0035.5,GATA1,-0.017755317624119027
MA0910.3,HOXD8,-0.018085310104330513
MA1563.2,SOX18,-0.018963248327445954
MA0491.3,JUND,-0.019974322003673585
MA1988.2,Atf3,-0.02080293781001857
MA0901.3,HOXB13,-0.020949813756693882
MA0497.2,MEF2C,-0.021409297365883612
MA0507.3,POU2F2,-0.022700133793648845
MA0462.3,BATF::JUN,-0.023327937981029154
MA2102.1,ZBTB17,-0.023640282962841024
MA0468.1,DUX4,-0.028609488444869834
MA1634.2,BATF,-0.02977385593379385
MA0756.3,ONECUT2,-0.030254806698426204
MA0787.1,POU3F2,-0.030807575219482016
MA1502.2,HOXB8,-0.03208156613519618
MA1503.2,HOXB9,-0.032469366655218726
MA0836.3,CEBPD,-0.04112221252053593
MA2336.1,ZSCAN21,-0.04265280752332655
MA0788.1,POU3F3,-0.04419270163823673
MA0786.2,POU3F1,-0.04448710344711451
MA1496.2,HOXA4,-0.045041649547547184
MA0485.3,HOXC9,-0.04517312722276924
MA1130.2,FOSL2::JUN,-0.04640482692445102
MA0701.3,LHX9,-0.046693968612157306
MA1132.2,JUN::JUNB,-0.046713992240674705
MA0052.5,MEF2A,-0.0491241811808132
MA0905.2,HOXC10,-0.05185501494984058
MA0099.4,FOS::JUN,-0.05247331028648
MA1500.2,HOXB6,-0.05502286470251071
MA1547.2,PITX2,-0.05594525946193599
MA0889.2,GBX1,-0.05790537784718219
MA0627.3,POU2F3,-0.05909938011034143
MA0670.2,NFIA,-0.06052275326688019
MA1110.3,Nr1H4,-0.060994165909642156
MA1134.2,FOS::JUNB,-0.06129828276025475
MA1996.2,Nr1H2,-0.06183067514079531
MA0593.2,FOXP2,-0.06396147418774133
MA0754.3,CUX1,-0.06594538191776604
MA0755.2,CUX2,-0.06697280539987155
MA1144.2,FOSL2::JUND,-0.0717875754352392
MA0885.3,Dlx2,-0.07549422386238959
MA1476.3,Dlx5,-0.07741895299821844
MA0712.3,OTX2,-0.0778966254557324
MA0908.2,HOXD11,-0.08055102739795911
MA0476.2,FOS,-0.08173844632375868
MA1135.2,FOSB::JUNB,-0.08528934468819939
MA1137.2,FOSL1::JUNB,-0.08700541264482958
MA0467.3,Crx,-0.08777267641390996
MA0635.2,BARHL2,-0.08800489970110616
MA0158.2,HOXA5,-0.08890592740340887
MA0875.2,BARX1,-0.08950342582672646
MA1138.2,FOSL2::JUNB,-0.09161425146749166
MA0710.2,NOTO,-0.09281345446621835
MA1498.3,HOXA7,-0.0933327882423881
MA1480.2,DPRX,-0.09489301034885517
MA0682.3,PITX1,-0.09564460204561501
MA0624.3,Nfatc1,-0.09715438887604542
MA0843.2,TEF,-0.10003920356835166
MA0644.3,ESX1,-0.10173487351783218
MA0850.1,FOXP3,-0.1039262811031758
MA0693.4,Vdr,-0.10546318609571709
MA2119.1,HOXA3,-0.10608899192350235
MA1504.2,HOXC4,-0.10690502397059348
MA0719.2,RHOXF1,-0.10925794461409419
MA1639.2,MEIS1,-0.11001263047747986
MA0465.3,CDX2,-0.11167868695020675
MA2098.1,ZNF766,-0.11199760307070462
MA0680.3,Pax7,-0.11508197804596382
MA0075.4,PRRX2,-0.11567106414950928
MA0757.2,ONECUT3,-0.12203766436328371
MA0876.2,BSX,-0.12261170667755704
MA1707.2,DMRTA1,-0.12446164100522951
MA0043.4,HLF,-0.12481025446446968
MA1497.2,HOXA6,-0.12485473737005329
MA1507.2,HOXD4,-0.12538401504106658
MA0780.1,PAX3,-0.1256001541928446
MA0661.2,MEOX1,-0.1272787979670172
MA0700.3,LHX2,-0.1279945528535627
MA1473.2,CDX4,-0.12846656968316217
MA1499.2,HOXB4,-0.12934129243426132
MA0714.2,PITX3,-0.1308770758320327
MA0711.2,OTX1,-0.1317835067094496
MA0713.1,PHOX2A,-0.13444322602802036
MA0648.2,GSC,-0.13478009266606528
MA1142.2,FOSL1::JUND,-0.13614523415631105
MA0025.3,NFIL3,-0.13886629821394905
MA0726.2,VSX2,-0.1407459388581615
MA1489.1,FOXN3,-0.14121975762272057
MA1125.2,ZNF384,-0.14130090956551922
MA0878.3,CDX1,-0.14141050896776491
MA0912.2,HOXD3,-0.14253201778603036
MA0480.3,Foxo1,-0.14286584760566803
MA0879.3,DLX1,-0.14381567721270402
MA0679.3,ONECUT1,-0.14489937974160355
MA2333.1,ZNF35,-0.14702645205030243
MA0785.2,POU2F1,-0.14910379438679558
MA0891.2,GSC2,-0.14913586741252324
MA0789.1,POU3F4,-0.15086834170437952
MA0614.1,Foxj2,-0.15161760178412473
MA0874.2,Arx,-0.15299666394187172
MA2118.1,FOXS1,-0.1564106723290865
MA0913.3,HOXD9,-0.1590632887781162
MA0639.2,DBP,-0.15944509881552274
MA0852.3,FOXK1,-0.15991542921078203
MA0847.4,FOXD2,-0.16016835014750588
MA1487.3,FOXE1,-0.16113198408261623
MA0157.4,Foxo3,-0.16138764811221915
MA0031.2,FOXD1,-0.16210952283883642
MA2093.1,HOXB1,-0.16241732020659147
MA0706.2,MEOX2,-0.16325227920686153
MA0902.3,HOXB2,-0.16447715389420375
MA1519.2,LHX5,-0.16476338448357003
MA0030.2,FOXF2,-0.16477502426702367
MA0148.5,FOXA1,-0.16577680189855395
MA0040.2,Foxq1,-0.16596110340858597
MA0725.2,VSX1,-0.16640173553492282
MA1607.2,Foxl2,-0.16772205803638196
MA0042.2,FOXI1,-0.16862509886740687
MA1463.2,ARGFX,-0.1692857472807278
MA1518.3,Lhx1,-0.16968320116045
MA0792.1,POU5F1B,-0.1699317788983095
MA0849.1,FOXO6,-0.1724168190423252
MA2117.1,FOXP4,-0.17294955451494365
MA0164.2,Nr2e3,-0.17353091522870823
MA0845.1,FOXB1,-0.1739306693633608
MA0903.2,HOXB3,-0.17416805291022947
MA1103.3,FOXK2,-0.1746129674169751
MA0708.3,MSX2,-0.1753453932796848
MA0610.2,DMRT3,-0.17652692453618893
MA0675.2,NKX6-2,-0.17709918145768372
MA1683.2,FOXA3,-0.17765485414323026
MA0674.2,NKX6-1,-0.1793574757568671
MA0047.4,FOXA2,-0.17964217160344442
MA0851.2,Foxj3,-0.18043639179952514
MA0613.1,FOXG1,-0.18116500601472402
MA0846.2,FOXC2,-0.1812038676713785
MA1963.2,SATB1,-0.1813145320564817
MA0481.4,FOXP1,-0.18364695775481346
MA0125.2,Nobox,-0.18408913210687147
MA0848.1,FOXO4,-0.18415970293904557
MA0611.3,Dux,-0.18424909826962493
MA0041.3,FOXD3,-0.18464867447619804
MA0909.4,Hoxd13,-0.18499319003301976
MA0666.3,MSX1,-0.1882202131912557
MA0881.2,Dlx4,-0.18918146877687897
MA0709.2,Msx3,-0.1898916917714138
MA0032.2,FOXC1,-0.19034428571291062
MA0658.2,LHX6,-0.19282908391432255
MA0722.2,VAX1,-0.19374757594575792
MA0068.2,PAX4,-0.1962682412349801
MA0880.2,Dlx3,-0.1964161297821745
MA0699.2,LBX2,-0.1966004556925568
MA0132.3,PDX1,-0.19703126950701189
MA1115.2,POU5F1,-0.20054533040107925
MA1606.2,Foxf1,-0.20233783246914422
MA0723.3,VAX2,-0.20282041711411578
MA1505.2,HOXC8,-0.20372464155641393
MA0899.2,HOXA10,-0.20485903172811665
MA0892.2,GSX1,-0.20520625688431934
MA0882.2,DLX6,-0.20606761315983516
MA0681.3,PHOX2B,-0.20776564484415455
MA1478.2,DMRTA2,-0.21294897349371886
MA0790.2,POU4F1,-0.2138365184523966
MA0791.2,POU4F3,-0.21551489457424086
MA0033.2,FOXL1,-0.21613421928626703
MA2124.1,Hmga1,-0.2162849488124784
MA1501.2,HOXB7,-0.21636146331514164
MA0890.2,GBX2,-0.22515660519818584
MA0602.2,Arid5a,-0.23095554135021204
MA0717.2,RAX2,-0.23177916759044417
MA0707.3,MNX1,-0.23242528558747996
MA0084.2,SRY,-0.2342452261809693
MA0895.2,HMBOX1,-0.23502034568297855
MA0884.2,DUXA,-0.23739494197498764
MA0894.2,HESX1,-0.23926661083625403
MA0854.2,Alx1,-0.23947664289699672
MA0654.2,ISX,-0.24187852733144907
MA0630.2,SHOX,-0.24420241057230424
MA0904.3,HOXB5,-0.24426635995312246
MA0027.3,EN1,-0.24553147666195665
MA1495.2,HOXA1,-0.24814650649216144
MA0046.3,HNF1A,-0.2493340834619386
MA0720.2,Shox2,-0.2495528582243508
MA0153.2,HNF1B,-0.2543102416366987
MA0662.2,MIXL1,-0.25623431901699145
MA0888.2,EVX2,-0.25795300323382186
MA0721.2,UNCX,-0.2611800228791693
MA0718.2,RAX,-0.26127262771266796
MA0705.2,Lhx8,-0.26188229093581683
MA0716.2,PRRX1,-0.2624311433228416
MA1113.3,PBX2,-0.26322207280092513
MA0900.3,HOXA2,-0.2640629026649794
MA0887.2,EVX1,-0.2666633943208794
MA0634.2,ALX3,-0.2668136068868024
MA0715.1,PROP1,-0.26841928857333264
MA1640.2,MEIS2,-0.2686556385842214
MA1577.2,TLX2,-0.2742961195872346
MA0704.2,Lhx4,-0.2796195581915094
MA1481.2,DRGX,-0.2807859477398435
MA0702.3,LMX1A,-0.28169125739957873
MA0612.3,EMX1,-0.28270665365578057
MA0886.2,EMX2,-0.29453151455821247
MA0108.3,TBP,-0.29856139697713396
MA0703.3,LMX1B,-0.31639666471409644
MA0135.2,Lhx3,-0.32710369656777594
MA0621.2,mix-a,-0.32775291327515593
MA0628.2,POU6F1,-0.3508242217818673
MA0619.2,LIN54,-0.3518521914096512
MA0151.1,Arid3a,-0.36213813036008136
MA0601.2,Arid3b,-0.391323727171128
